82060;03/04/2018 06:00;03/04/2018 07:20;;10;6
82061;03/04/2018 07:20;03/04/2018 08:50;;20;6
82062;03/04/2018 08:50;03/04/2018 11:30;18030223;1;6
82065;03/04/2018 11:30;03/04/2018 11:30;18030223;2;6
82068;03/04/2018 11:30;03/04/2018 12:30;;23;6
82069;03/04/2018 12:30;03/04/2018 13:15;;3;6
82070;03/04/2018 13:15;03/04/2018 14:00;18030257;1;7
82071;03/04/2018 22:00;04/04/2018 06:00;;19;7
84804;04/04/2018 06:00;04/04/2018 06:50;;20;80
84805;04/04/2018 06:50;04/04/2018 10:05;18030257;1;80
84810;04/04/2018 10:05;04/04/2018 10:05;18030257;2;81
84814;04/04/2018 10:05;04/04/2018 11:30;;9;81
84817;04/04/2018 11:30;04/04/2018 12:30;;23;81
84818;04/04/2018 12:30;04/04/2018 13:15;;9;81
84819;04/04/2018 13:15;04/04/2018 14:00;18030273;1;81
84820;04/04/2018 14:00;04/04/2018 17:30;18030273;1;82
84821;04/04/2018 17:30;04/04/2018 18:30;;23;82
84822;04/04/2018 18:30;04/04/2018 19:40;18030273;1;82
84828;04/04/2018 19:40;04/04/2018 19:40;18030273;2;82
84833;04/04/2018 19:40;04/04/2018 21:20;;14;83
84836;04/04/2018 21:20;04/04/2018 22:00;;3;83
90719;05/04/2018 06:00;05/04/2018 06:45;;3;71
90720;05/04/2018 06:45;05/04/2018 10:00;18030311;1;72
90721;05/04/2018 10:00;05/04/2018 10:00;18030311;2;72
90723;05/04/2018 10:00;05/04/2018 11:20;;9;72
90728;05/04/2018 11:20;05/04/2018 12:30;;23;72
90729;05/04/2018 12:30;05/04/2018 12:55;;9;72
90730;05/04/2018 12:55;05/04/2018 13:30;18030322;1;73
90731;05/04/2018 13:30;05/04/2018 14:00;;22;73
90844;05/04/2018 22:00;05/04/2018 22:30;;20;84
90845;05/04/2018 22:30;06/04/2018 02:00;18030322;1;84
90849;06/04/2018 02:00;06/04/2018 03:00;;23;84
90850;06/04/2018 03:00;06/04/2018 03:25;18030322;1;85
90855;06/04/2018 03:25;06/04/2018 03:25;18030322;2;85
90859;06/04/2018 03:25;06/04/2018 05:00;;9;85
90862;06/04/2018 05:00;06/04/2018 06:00;;22;86
350399;06/04/2018 06:00;06/04/2018 08:10;;9;3
350400;06/04/2018 08:10;06/04/2018 11:30;18030312;1;4
350401;06/04/2018 11:30;06/04/2018 12:30;;23;4
350402;06/04/2018 12:30;06/04/2018 13:30;18030312;1;4
350408;06/04/2018 13:30;06/04/2018 13:30;18030312;2;4
350412;06/04/2018 13:30;06/04/2018 14:00;;3;4
350416;06/04/2018 14:00;06/04/2018 15:15;;3;4
350417;06/04/2018 15:15;06/04/2018 17:30;18030313;1;4
350418;06/04/2018 17:30;06/04/2018 18:30;;23;4
350419;06/04/2018 18:30;06/04/2018 19:35;18030313;1;4
350424;06/04/2018 19:35;06/04/2018 19:35;18030313;2;4
350427;06/04/2018 19:35;06/04/2018 21:35;;9;4
350431;06/04/2018 21:35;06/04/2018 22:00;18030253;1;4
350432;06/04/2018 22:00;07/04/2018 00:00;18030253;1;4
350433;07/04/2018 00:00;07/04/2018 00:00;18030253;2;4
350436;07/04/2018 00:00;07/04/2018 01:35;;3;4
350440;07/04/2018 01:35;07/04/2018 02:00;18030263;1;4
350441;07/04/2018 02:00;07/04/2018 03:00;;23;4
350442;07/04/2018 03:00;07/04/2018 04:10;18030263;1;4
350445;07/04/2018 04:10;07/04/2018 06:30;;11;4
350448;07/04/2018 06:30;07/04/2018 06:45;18030263;1;4
350452;07/04/2018 06:45;07/04/2018 07:06;;20;4
